date,product_category,customer_segment,purchase_amount,items_purchased,customer_rating
2024-01-02 12:47:44.446444644,Clothing,Regular,81.73610260435075,6,3
2024-01-02 13:40:18.361836183,Home & Garden,New,114.58458852566058,5,3
2024-01-02 14:32:52.277227722,Home & Garden,Regular,124.30141352200158,6,5
2024-01-02 15:25:26.192619261,Home & Garden,Regular,123.59928817438495,8,4
2024-01-02 16:18:00.108010801,Home & Garden,New,107.3451761229986,4,2
2024-01-02 17:10:34.023402340,Books,New,138.25617209297334,3,2
2024-01-02 18:03:07.938793879,Clothing,Premium,81.68314901711854,9,4
2024-01-02 18:55:41.854185418,Clothing,Regular,88.34112508932105,3,2
2024-01-02 19:48:15.769576957,Books,Premium,22.161163502639738,8,2
2024-01-02 20:40:49.684968496,Clothing,Premium,97.20830446504934,5,3
2024-01-02 21:33:23.600360036,Books,New,117.39080392109707,9,3
2024-01-02 22:25:57.515751575,Home & Garden,Premium,108.55778836026704,3,1
2024-01-02 23:18:31.431143114,Books,Regular,81.27938940269951,8,1
2024-01-03 00:11:05.346534653,Home & Garden,New,125.33576818943607,7,2
2024-01-03 01:03:39.261926192,Home & Garden,Regular,97.78507742861422,7,3
2024-01-03 01:56:13.177317731,Electronics,Regular,122.99280136026104,9,1
2024-01-03 02:48:47.092709270,Books,New,114.58449055318788,8,1
2024-01-03 03:41:21.008100810,Electronics,Regular,142.73526876709084,3,3
2024-01-03 04:33:54.923492349,Books,New,110.18090087698612,6,1
2024-01-03 05:26:28.838883888,Books,Regular,118.29828018802844,6,4
2024-01-03 06:19:02.754275427,Electronics,New,97.6984873388469,5,4
2024-01-03 07:11:36.669666966,Electronics,Premium,84.91329549763016,3,3
2024-01-03 08:04:10.585058505,Books,Regular,114.72196622681093,9,3
2024-01-03 08:56:44.500450045,Clothing,New,145.0819209261913,7,1
2024-01-03 09:49:18.415841584,Home & Garden,Regular,81.52358056231057,4,2
2024-01-03 10:41:52.331233123,Electronics,Regular,92.55591013637238,6,5
2024-01-03 11:34:26.246624662,Home & Garden,Regular,100.79951305653023,5,4
2024-01-03 12:27:00.162016201,Clothing,New,120.54688929825141,1,4
2024-01-03 13:19:34.077407740,Clothing,Premium,110.36373948664486,2,3
2024-01-03 14:12:07.992799279,Clothing,Premium,127.39189469300199,1,2
2024-01-03 15:04:41.908190819,Electronics,Premium,159.21728426923437,9,3
2024-01-03 15:57:15.823582358,Clothing,New,80.8329607004141,9,1
2024-01-03 16:49:49.738973897,Electronics,Premium,118.29186934436169,5,2
2024-01-03 17:42:23.654365436,Clothing,New,109.61919334561512,8,1
2024-01-03 18:34:57.569756975,Home & Garden,Regular,100.5712065228385,4,4
2024-01-03 19:27:31.485148514,Home & Garden,Regular,118.18255671030349,1,3
2024-01-03 20:20:05.400540054,Books,Premium,91.99590938804762,4,3
2024-01-03 21:12:39.315931593,Home & Garden,New,109.69137194940961,7,5
2024-01-03 22:05:13.231323132,Books,Regular,60.84122710858153,2,2
2024-01-03 22:57:47.146714671,Home & Garden,New,83.83554165682531,2,4
2024-01-03 23:50:21.062106210,Electronics,New,131.4256244232929,6,5
2024-01-04 00:42:54.977497749,Home & Garden,Regular,130.27248947813263,9,5
2024-01-04 01:35:28.892889288,Books,New,107.78299890154555,3,3
2024-01-04 02:28:02.808280828,Books,Regular,86.40850736830762,7,2
2024-01-04 03:20:36.723672367,Clothing,Regular,124.75797489054828,9,3
2024-01-04 04:13:10.639063906,Electronics,Regular,137.09462144489913,9,2
2024-01-04 05:05:44.554455445,Home & Garden,New,87.62899390326962,4,5
2024-01-04 05:58:18.469846984,Clothing,Regular,56.34940940044553,2,1
2024-01-04 06:50:52.385238523,Home & Garden,New,113.47404776362058,1,4
2024-01-04 07:43:26.300630063,Home & Garden,Regular,127.4130483222233,6,5
2024-01-04 08:36:00.216021602,Clothing,Regular,117.62450579014231,5,3
2024-01-04 09:28:34.131413141,Clothing,Premium,146.9523759168982,6,4
2024-01-04 10:21:08.046804680,Clothing,Premium,147.0790199658443,7,5
2024-01-04 11:13:41.962196219,Clothing,Premium,90.83808110059499,9,2
2024-01-04 12:06:15.877587758,Clothing,New,105.96983156731358,6,3
2024-01-04 12:58:49.792979297,Home & Garden,New,85.10395473960868,6,5
2024-01-04 13:51:23.708370837,Clothing,Regular,69.33808910178028,3,2
2024-01-04 14:43:57.623762376,Electronics,Regular,71.0968208559403,8,2
2024-01-04 15:36:31.539153915,Books,Regular,121.5106405978913,9,2
2024-01-04 16:29:05.454545454,Clothing,Regular,109.08662562059328,1,4
2024-01-04 17:21:39.369936993,Clothing,New,126.69882521502518,6,3
2024-01-04 18:14:13.285328532,Home & Garden,Regular,175.94864229899378,7,2
2024-01-04 19:06:47.200720072,Clothing,Regular,114.99602809724192,8,5
2024-01-04 19:59:21.116111611,Clothing,Premium,76.36238262698808,8,2
2024-01-04 20:51:55.031503150,Clothing,Regular,131.05380462024877,7,3
2024-01-04 21:44:28.946894689,Home & Garden,Regular,75.80463122976673,8,4
2024-01-04 22:37:02.862286228,Clothing,Regular,152.4501065435423,9,2
2024-01-04 23:29:36.777677767,Books,New,40.856525239839684,7,5
2024-01-05 00:22:10.693069306,Home & Garden,Premium,83.6035314899271,3,3
2024-01-05 01:14:44.608460846,Books,Regular,118.66414819332941,9,2
2024-01-05 02:07:18.523852385,Home & Garden,Regular,135.32562981473632,1,4
2024-01-05 02:59:52.439243924,Clothing,Premium,79.69050621129453,8,1
2024-01-05 03:52:26.354635463,Books,Regular,74.25226096440029,6,5
2024-01-05 04:45:00.270027002,Home & Garden,New,104.45101574909133,3,2
2024-01-05 05:37:34.185418541,Electronics,Regular,157.26981550697155,9,2
2024-01-05 06:30:08.100810081,Clothing,New,53.848671000045606,6,1
2024-01-05 07:22:42.016201620,Home & Garden,New,90.57639708482601,7,3
2024-01-05 08:15:15.931593159,Electronics,Regular,107.80555059177358,2,1
2024-01-05 09:07:49.846984698,Home & Garden,Premium,76.12151910276401,1,3
2024-01-05 10:00:23.762376237,Electronics,New,76.01841346870214,1,2
2024-01-05 10:52:57.677767776,Clothing,Premium,92.99825156174644,3,1
2024-01-05 11:45:31.593159315,Books,Regular,108.78129478148425,3,2
2024-01-05 12:38:05.508550855,Electronics,New,94.14815060510014,8,1
2024-01-05 13:30:39.423942394,Home & Garden,Regular,143.96696957097896,7,2
2024-01-05 14:23:13.339333933,Clothing,Premium,117.77811335205251,8,2
2024-01-05 15:15:47.254725472,Electronics,Regular,111.49492069645216,1,2
2024-01-05 16:08:21.170117011,Home & Garden,Regular,130.82960857925116,4,4
2024-01-05 17:00:55.085508550,Home & Garden,New,112.0240867424477,8,1
2024-01-05 17:53:29.000900090,Home & Garden,Regular,86.70440118095597,2,4
2024-01-05 18:46:02.916291629,Electronics,Regular,92.10542640716852,7,2
2024-01-05 19:38:36.831683168,Electronics,Regular,66.1169135916574,8,5
2024-01-05 20:31:10.747074707,Electronics,New,160.1463455962323,9,3
2024-01-05 21:23:44.662466246,Books,Premium,127.9217190920219,7,1
2024-01-05 22:16:18.577857785,Electronics,Premium,23.21254740548514,9,1
2024-01-05 23:08:52.493249324,Electronics,Regular,139.99385297928976,2,3
2024-01-06 00:01:26.408640864,Electronics,New,56.022020786781574,1,4
2024-01-06 00:54:00.324032403,Books,Regular,115.62006933928839,1,3
2024-01-06 01:46:34.239423942,Electronics,Premium,33.87922739465975,4,5
2024-01-06 02:39:08.154815481,Home & Garden,New,87.1561197611028,1,2
2024-01-06 03:31:42.070207020,Electronics,Premium,140.22800523225516,7,3
2024-01-06 04:24:15.985598559,Home & Garden,Premium,141.8990165985831,8,3
2024-01-06 05:16:49.900990099,Home & Garden,New,109.20326178411904,3,2
2024-01-06 06:09:23.816381638,Home & Garden,New,123.6239437971357,1,1
2024-01-06 07:01:57.731773177,Books,Regular,57.59289322574763,3,5
2024-01-06 07:54:31.647164716,Books,Regular,116.14999818009993,2,3
2024-01-06 08:47:05.562556255,Books,Premium,125.52912229845518,6,3
2024-01-06 09:39:39.477947794,Electronics,New,177.09237513100416,7,1
2024-01-06 10:32:13.393339333,Home & Garden,New,81.30342100955724,9,5
2024-01-06 11:24:47.308730873,Books,Regular,100.48908451084334,5,2
2024-01-06 12:17:21.224122412,Books,Premium,102.34345334956313,4,2
2024-01-06 13:09:55.139513951,Electronics,Premium,120.95751201328612,1,4
2024-01-06 14:02:29.054905490,Books,Regular,126.41532064646904,6,5
2024-01-06 14:55:02.970297029,Electronics,New,131.82745335369597,8,5
2024-01-06 15:47:36.885688568,Clothing,Regular,129.63886477938433,4,3
2024-01-06 16:40:10.801080108,Books,Regular,55.566451224678495,1,4
2024-01-06 17:32:44.716471647,Clothing,Regular,21.604093590528947,5,2
2024-01-06 18:25:18.631863186,Electronics,Regular,84.56870838750895,5,5
2024-01-06 19:17:52.547254725,Home & Garden,New,98.9374946618083,2,5
2024-01-06 20:10:26.462646264,Books,Regular,81.60196722139301,6,1
2024-01-06 21:03:00.378037803,Electronics,New,86.20905570996698,9,2
2024-01-06 21:55:34.293429342,Home & Garden,Regular,89.91251716779398,6,1
2024-01-06 22:48:08.208820882,Home & Garden,Premium,117.3232299825811,8,4
2024-01-06 23:40:42.124212421,Clothing,New,68.9892383488291,3,5
2024-01-07 00:33:16.039603960,Electronics,Premium,97.66516690117822,2,4
2024-01-07 01:25:49.954995499,Home & Garden,Regular,97.8947915134288,4,1
2024-01-07 02:18:23.870387038,Books,Regular,116.64098015525458,9,2
2024-01-07 03:10:57.785778577,Books,Regular,134.85714519138708,9,5
2024-01-07 04:03:31.701170117,Clothing,New,150.52322194364186,3,2
2024-01-07 04:56:05.616561656,Home & Garden,Premium,77.6202765873567,1,4
2024-01-07 05:48:39.531953195,Electronics,New,40.00076168306522,1,3
2024-01-07 06:41:13.447344734,Books,New,92.74215313794141,4,2
2024-01-07 07:33:47.362736273,Home & Garden,Regular,52.34149425100461,4,2
2024-01-07 08:26:21.278127812,Home & Garden,Premium,182.03730727770915,6,2
2024-01-07 09:18:55.193519351,Clothing,Regular,73.81358443470909,5,5
2024-01-07 10:11:29.108910891,Books,New,116.91501296958194,6,4
2024-01-07 11:04:03.024302430,Books,Regular,128.02198320023288,7,4
2024-01-07 11:56:36.939693969,Electronics,Premium,110.21866984714009,7,5
2024-01-07 12:49:10.855085508,Books,Regular,162.301610539276,9,2
2024-01-07 13:41:44.770477047,Electronics,Premium,93.92556579652567,6,2
2024-01-07 14:34:18.685868586,Books,Premium,74.95354727885547,8,3
2024-01-07 15:26:52.601260126,Clothing,Regular,73.40126163546225,2,2
2024-01-07 16:19:26.516651665,Books,New,122.50017083811045,8,1
2024-01-07 17:12:00.432043204,Electronics,Regular,94.30605261204828,9,2
2024-01-07 18:04:34.347434743,Electronics,New,73.40533031790348,4,3
2024-01-07 18:57:08.262826282,Clothing,New,113.23915646570717,5,1
2024-01-07 19:49:42.178217821,Books,Regular,121.27747675264939,5,3
2024-01-07 20:42:16.093609360,Books,New,108.13915558858633,2,3
2024-01-07 21:34:50.009000900,Clothing,New,126.98789177006822,5,4
2024-01-07 22:27:23.924392439,Books,Regular,102.6429583855094,9,5
2024-01-07 23:19:57.839783978,Books,Regular,82.1912398845622,4,3
2024-01-08 00:12:31.755175517,Electronics,Regular,124.3420021453453,3,2
2024-01-08 01:05:05.670567056,Books,New,73.29735239414993,7,4
2024-01-08 01:57:39.585958595,Books,Premium,66.13343958400071,8,1
2024-01-08 02:50:13.501350135,Clothing,New,134.67848947601996,6,5
2024-01-08 03:42:47.416741674,Clothing,Premium,89.56456086950223,6,4
2024-01-08 04:35:21.332133213,Home & Garden,Regular,149.97051728334915,5,3
2024-01-08 05:27:55.247524752,Electronics,Premium,125.69784360179818,6,4
2024-01-08 06:20:29.162916291,Books,Regular,87.28483858297483,9,2
2024-01-08 07:13:03.078307830,Books,Regular,114.58664296788001,2,2
2024-01-08 08:05:36.993699369,Home & Garden,Premium,175.8514082334063,3,2
2024-01-08 08:58:10.909090909,Books,Regular,122.62819428437176,1,5
2024-01-08 09:50:44.824482448,Electronics,Premium,117.4509672022732,4,4
2024-01-08 10:43:18.739873987,Home & Garden,Regular,82.15836779060137,2,4
2024-01-08 11:35:52.655265526,Electronics,New,155.33664088596183,6,3
2024-01-08 12:28:26.570657065,Home & Garden,New,139.53813140538918,1,1
2024-01-08 13:21:00.486048604,Home & Garden,Regular,82.43313904819894,8,2
2024-01-08 14:13:34.401440144,Clothing,Regular,156.41238566229376,6,1
2024-01-08 15:06:08.316831683,Electronics,Premium,104.94253649507044,9,1
2024-01-08 15:58:42.232223222,Books,New,74.78854975989918,6,2
2024-01-08 16:51:16.147614761,Books,Premium,82.04443879544391,7,2
2024-01-08 17:43:50.063006300,Electronics,Regular,126.33104101224332,5,3
2024-01-08 18:36:23.978397839,Books,Regular,74.99499529433503,8,5
2024-01-08 19:28:57.893789378,Books,Premium,66.90650826841252,8,2
2024-01-08 20:21:31.809180918,Electronics,Regular,86.8337655274457,9,1
2024-01-08 21:14:05.724572457,Home & Garden,New,91.31460326771162,6,3
2024-01-08 22:06:39.639963996,Electronics,Premium,79.80053423084314,1,4
2024-01-08 22:59:13.555355535,Home & Garden,New,86.38165318185908,9,3
2024-01-08 23:51:47.470747074,Books,New,127.50793702184178,3,2
2024-01-09 00:44:21.386138613,Books,New,107.69507309438346,9,2
2024-01-09 01:36:55.301530153,Books,Premium,84.53077740554485,7,5
2024-01-09 02:29:29.216921692,Clothing,Regular,87.16455753159144,3,3
2024-01-09 03:22:03.132313231,Home & Garden,New,96.05031471215942,9,2
2024-01-09 04:14:37.047704770,Clothing,New,97.76757376229436,7,1
2024-01-09 05:07:10.963096309,Clothing,New,97.89441231347757,7,1
2024-01-09 05:59:44.878487848,Electronics,Regular,126.40742989149953,7,3
2024-01-09 06:52:18.793879387,Clothing,Regular,105.91115212876196,2,5
2024-01-09 07:44:52.709270927,Electronics,Premium,106.79373029797645,4,3
2024-01-09 08:37:26.624662466,Electronics,Regular,142.80356061100267,8,5
2024-01-09 09:30:00.540054005,Clothing,Premium,156.29954295676205,2,1
2024-01-09 10:22:34.455445544,Home & Garden,Premium,63.07086141406003,4,2
2024-01-09 11:15:08.370837083,Home & Garden,Premium,52.632756628131446,8,4
2024-01-09 12:07:42.286228622,Home & Garden,Premium,89.5178165613284,3,2
2024-01-09 13:00:16.201620162,Home & Garden,Premium,123.49385718683943,6,1
2024-01-09 13:52:50.117011701,Home & Garden,New,111.27959199962291,2,1
2024-01-09 14:45:24.032403240,Clothing,Regular,131.62299108135645,8,2
2024-01-09 15:37:57.947794779,Clothing,New,88.22908462923658,8,2
2024-01-09 16:30:31.863186318,Books,Premium,41.298795034659946,1,1
2024-01-09 17:23:05.778577857,Home & Garden,Regular,58.99654806165924,3,2
2024-01-09 18:15:39.693969396,Clothing,New,116.94202175975803,2,4
2024-01-09 19:08:13.609360936,Books,New,131.85260816674656,7,4
2024-01-09 20:00:47.524752475,Home & Garden,Premium,42.796094556936715,7,3
2024-01-09 20:53:21.440144014,Electronics,New,142.31972599924123,4,4
2024-01-09 21:45:55.355535553,Books,New,113.93897535398816,8,1
2024-01-09 22:38:29.270927092,Clothing,New,97.88733705161887,3,1
2024-01-09 23:31:03.186318631,Electronics,New,81.19530526446492,9,3
2024-01-10 00:23:37.101710171,Electronics,New,147.73483230486994,5,5
2024-01-10 01:16:11.017101710,Electronics,Premium,126.91019298067202,2,3
2024-01-10 02:08:44.932493249,Books,Premium,114.7247035562994,9,5
2024-01-10 03:01:18.847884788,Clothing,New,78.05792493389906,1,5
2024-01-10 03:53:52.763276327,Electronics,Premium,148.42543680701166,8,2
2024-01-10 04:46:26.678667866,Home & Garden,Premium,100.91053473864427,6,4
2024-01-10 05:39:00.594059405,Electronics,Regular,108.97052371174362,1,5
2024-01-10 06:31:34.509450945,Electronics,New,102.19178194532644,4,2
2024-01-10 07:24:08.424842484,Books,Premium,77.0334860613582,3,3
2024-01-10 08:16:42.340234023,Books,Premium,109.59162957750614,7,3
2024-01-10 09:09:16.255625562,Clothing,New,120.9081568437521,7,5
2024-01-10 10:01:50.171017101,Home & Garden,Regular,86.75177769599134,6,2
2024-01-10 10:54:24.086408640,Books,New,107.02229982316932,8,1
2024-01-10 11:46:58.001800180,Electronics,Regular,101.75498273130837,7,4
2024-01-10 12:39:31.917191719,Clothing,New,127.45393988423989,4,5
2024-01-10 13:32:05.832583258,Electronics,New,91.03176186194183,7,1
2024-01-10 14:24:39.747974797,Electronics,New,106.79712891053222,1,4
2024-01-10 15:17:13.663366336,Books,New,113.11508203976842,3,1
2024-01-10 16:09:47.578757875,Clothing,Regular,90.35298712667296,2,2
2024-01-10 17:02:21.494149414,Home & Garden,Regular,75.23936296961466,7,5
2024-01-10 17:54:55.409540954,Home & Garden,Premium,80.12181642243686,9,1
2024-01-10 18:47:29.324932493,Books,New,112.27570109585736,5,1
2024-01-10 19:40:03.240324032,Books,Regular,92.94051660168212,9,1
2024-01-10 20:32:37.155715571,Clothing,Regular,92.5423162424307,8,5
2024-01-10 21:25:11.071107110,Home & Garden,Regular,118.124427010472,1,2
2024-01-10 22:17:44.986498649,Home & Garden,New,130.5847456908594,2,2
2024-01-10 23:10:18.901890189,Home & Garden,Premium,135.7514762003446,6,1
2024-01-11 00:02:52.817281728,Electronics,Regular,81.62496525692778,5,2
2024-01-11 00:55:26.732673267,Home & Garden,New,127.68236856392977,7,4
2024-01-11 01:48:00.648064806,Electronics,Regular,162.54949280645957,9,2
2024-01-11 02:40:34.563456345,Clothing,Regular,103.78210598891016,4,1
2024-01-11 03:33:08.478847884,Electronics,Premium,97.80069420232022,8,4
2024-01-11 04:25:42.394239423,Clothing,Regular,91.54717248497799,4,5
2024-01-11 05:18:16.309630963,Home & Garden,Regular,68.08728446382996,3,3
2024-01-11 06:10:50.225022502,Home & Garden,New,125.26760489214516,2,2
2024-01-11 07:03:24.140414041,Clothing,New,97.93416267381208,8,4
2024-01-11 07:55:58.055805580,Books,Premium,95.50870533927987,8,3
2024-01-11 08:48:31.971197119,Clothing,New,120.62030314240495,3,5
2024-01-11 09:41:05.886588658,Books,New,123.38449152616097,1,3
2024-01-11 10:33:39.801980198,Electronics,Premium,81.97470194005554,6,5
2024-01-11 11:26:13.717371737,Electronics,Regular,82.69107025058686,5,1
2024-01-11 12:18:47.632763276,Electronics,Premium,81.35933078542145,8,1
2024-01-11 13:11:21.548154815,Home & Garden,New,163.40542908393834,6,5
2024-01-11 14:03:55.463546354,Electronics,Premium,144.31437959990495,4,3
2024-01-11 14:56:29.378937893,Books,Regular,121.21121267623806,2,2
2024-01-11 15:49:03.294329432,Electronics,Premium,88.73766285518067,8,3
2024-01-11 16:41:37.209720972,Clothing,New,92.2921290304565,5,3
2024-01-11 17:34:11.125112511,Clothing,New,110.90311969229231,8,2
2024-01-11 18:26:45.040504050,Home & Garden,Premium,166.2739069965134,5,3
2024-01-11 19:19:18.955895589,Clothing,Regular,108.66631477417789,6,3
2024-01-11 20:11:52.871287128,Books,Premium,115.26476729403775,5,4
2024-01-11 21:04:26.786678667,Electronics,Regular,23.53056800358594,3,5
2024-01-11 21:57:00.702070207,Home & Garden,Regular,107.72736781890129,8,1
2024-01-11 22:49:34.617461746,Electronics,Premium,58.18415599733166,3,5
2024-01-11 23:42:08.532853285,Electronics,Regular,85.39015248275176,4,3
2024-01-12 00:34:42.448244824,Books,New,101.40657765219572,6,2
2024-01-12 01:27:16.363636363,Clothing,Premium,90.93694873217778,2,2
2024-01-12 02:19:50.279027902,Clothing,Regular,80.92120237899925,7,1
2024-01-12 03:12:24.194419441,Electronics,New,81.18859281003166,5,1
2024-01-12 04:04:58.109810981,Home & Garden,Premium,93.66855204525233,5,1
2024-01-12 04:57:32.025202520,Clothing,New,92.35874744585206,5,2
2024-01-12 05:50:05.940594059,Home & Garden,New,100.6081770396015,2,3
2024-01-12 06:42:39.855985598,Clothing,New,98.36565046469026,9,1
2024-01-12 07:35:13.771377137,Home & Garden,Regular,138.36627871759256,3,1
2024-01-12 08:27:47.686768676,Books,Premium,38.5119806818344,7,2
2024-01-12 09:20:21.602160216,Home & Garden,Premium,107.34919570751265,5,3
2024-01-12 10:12:55.517551755,Books,Regular,102.1302883074544,5,1
2024-01-12 11:05:29.432943294,Books,Premium,95.97428955522413,4,3
2024-01-12 11:58:03.348334833,Home & Garden,New,78.82568724307313,6,4
2024-01-12 12:50:37.263726372,Books,Premium,95.5087454596443,7,1
2024-01-12 13:43:11.179117911,Electronics,Regular,50.99477325701293,7,1
2024-01-12 14:35:45.094509450,Books,New,106.2015367660125,8,2
2024-01-12 15:28:19.009900990,Clothing,Regular,111.64177505262687,5,4
2024-01-12 16:20:52.925292529,Home & Garden,New,78.87794520950712,7,4
2024-01-12 17:13:26.840684068,Electronics,New,158.22073126355244,4,4
2024-01-12 18:06:00.756075607,Home & Garden,Premium,96.38666884754527,9,5
2024-01-12 18:58:34.671467146,Clothing,New,101.32218469880173,5,2
2024-01-12 19:51:08.586858685,Clothing,Regular,140.07344993650466,3,2
2024-01-12 20:43:42.502250225,Clothing,Premium,164.2637040960467,5,1
2024-01-12 21:36:16.417641764,Books,Regular,66.29981758212469,9,2
2024-01-12 22:28:50.333033303,Books,New,82.68512563379977,8,1
2024-01-12 23:21:24.248424842,Home & Garden,Regular,96.91968493021307,1,1
2024-01-13 00:13:58.163816381,Home & Garden,Regular,77.71381931069133,5,5
2024-01-13 01:06:32.079207920,Electronics,New,125.38337564051515,6,2
2024-01-13 01:59:05.994599459,Electronics,Premium,74.41051491846498,2,2
2024-01-13 02:51:39.909990999,Home & Garden,Regular,137.99809490639902,6,5
2024-01-13 03:44:13.825382538,Books,New,118.70941747922419,9,5
2024-01-13 04:36:47.740774077,Clothing,Premium,134.9212955855195,4,2
2024-01-13 05:29:21.656165616,Home & Garden,Premium,74.54488200464941,3,2
2024-01-13 06:21:55.571557155,Electronics,Premium,88.49516752241354,9,1
2024-01-13 07:14:29.486948694,Books,Regular,126.93956643352215,2,3
2024-01-13 08:07:03.402340234,Home & Garden,Regular,121.49779568501742,9,1
2024-01-13 08:59:37.317731773,Home & Garden,Regular,91.39423717140977,2,4
2024-01-13 09:52:11.233123312,Books,Premium,95.66402606941266,3,4
2024-01-13 10:44:45.148514851,Home & Garden,Regular,86.96956156540435,7,3
2024-01-13 11:37:19.063906390,Books,New,94.85667926568918,2,5
2024-01-13 12:29:52.979297929,Clothing,Regular,71.03978381419844,1,4
2024-01-13 13:22:26.894689468,Books,Regular,66.0034764021502,9,5
2024-01-13 14:15:00.810081008,Books,Premium,130.1629154684027,6,5
2024-01-13 15:07:34.725472547,Books,Regular,93.83786709750035,9,1
2024-01-13 16:00:08.640864086,Home & Garden,New,134.53983222642103,3,5
2024-01-13 16:52:42.556255625,Home & Garden,Premium,117.87954405158237,3,3
2024-01-13 17:45:16.471647164,Books,New,109.36031537820148,3,1
2024-01-13 18:37:50.387038703,Home & Garden,Premium,78.6933477878465,2,3
2024-01-13 19:30:24.302430243,Electronics,Premium,63.676606780059885,6,5
2024-01-13 20:22:58.217821782,Electronics,Regular,86.29273843818561,3,4
2024-01-13 21:15:32.133213321,Home & Garden,New,145.95752222270653,5,5
2024-01-13 22:08:06.048604860,Home & Garden,Premium,126.668705886015,5,3
2024-01-13 23:00:39.963996399,Books,Regular,83.4875803850581,3,2
2024-01-13 23:53:13.879387938,Clothing,Premium,86.63319307787376,3,2
2024-01-14 00:45:47.794779478,Home & Garden,Premium,72.12731558228535,1,4
2024-01-14 01:38:21.710171017,Electronics,Premium,53.58743162397408,6,3
2024-01-14 02:30:55.625562556,Books,Premium,103.04800039913582,3,4
2024-01-14 03:23:29.540954095,Home & Garden,Premium,151.75232229149182,1,1
2024-01-14 04:16:03.456345634,Electronics,Premium,152.12898100326652,9,5
2024-01-14 05:08:37.371737173,Electronics,Regular,118.23711879335809,1,1
2024-01-14 06:01:11.287128712,Clothing,Premium,81.91982678652622,5,2
2024-01-14 06:53:45.202520252,Books,New,56.51559372808377,5,5
2024-01-14 07:46:19.117911791,Books,Regular,131.41186556928136,2,1
2024-01-14 08:38:53.033303330,Clothing,New,113.41650404671306,1,2
2024-01-14 09:31:26.948694869,Clothing,Premium,90.51315480068432,6,1
2024-01-14 10:24:00.864086408,Books,New,85.50123693063182,7,5
2024-01-14 11:16:34.779477947,Books,Premium,118.01309732877527,9,1
2024-01-14 12:09:08.694869487,Home & Garden,Premium,75.20135446458558,8,5
2024-01-14 13:01:42.610261026,Home & Garden,Regular,107.17696500700126,3,1
